tarball,package_name,package_version,entropy_average,entropy_std_dev,Sensitive Information Access,System Resources and Network Access,Cryptography and Encoding APIs,Dynamic Code Execution,Package Installation Risk
justtcg-js-0.1.0.tgz,justtcg-js,0.1.0,4.973691002083101,0.18041127633897558,7,1,0,0,0
vue-emerge-0.1.0.tgz,vue-emerge,0.1.0,4.761427406772043,0.22395201411193988,0,0,0,0,0
sandbox-sdk-1.0.0.tgz,@teamnhz/sandbox-sdk,1.0.0,5.108519141217793,0.23935530889886847,7,1,1,0,0
ccspec-0.1.2.tgz,ccspec,0.1.2,4.926427609860795,0.17816548986329797,2,1,0,0,0
improved-collection-sync-0.0.1.tgz,improved-collection-sync,0.0.1,4.550382510030006,0.3172964120385891,0,0,0,0,0
my-hr-mcp-server-1.0.0.tgz,my-hr-mcp-server,1.0.0,4.5660793345478865,0.08449183114263681,0,0,0,0,0
ng-core-0.1.0.tgz,@pmeig/ng-core,0.1.0,4.85050536435581,0.15576481443334536,1,0,0,0,0
ng-http-0.0.1.tgz,@pmeig/ng-http,0.0.1,4.793976855217907,0.18091605240440298,3,0,0,0,0
karemtest-1.0.0.tgz,karemtest,1.0.0,4.3937278908407205,0.0,0,0,0,0,0
fluid-framework-demo-0.0.1.tgz,@absander/fluid-framework-demo,0.0.1,4.912398984845182,0.6039805125491473,31,3,2,0,0
translator-0.1.0.tgz,@willh/translator,0.1.0,5.305507957449697,0.676831106172392,5,3,0,0,0
agents-0.0.1.tgz,@semantic-kernel-typescript/agents,0.0.1,4.693769408488896,0.13253640740539477,0,0,0,0,0
create-react-chrome-ext-0.9.0.tgz,create-react-chrome-ext,0.9.0,5.058878123334464,1.665527629933624,0,1,0,0,0
gemini-0.0.1.tgz,@semantic-kernel-typescript/gemini,0.0.1,4.670185766918084,0.14172286752065408,0,0,0,0,0
huggingface-0.0.1.tgz,@semantic-kernel-typescript/huggingface,0.0.1,4.752336391140019,0.1586580719397883,0,0,0,0,0
openai-0.0.1.tgz,@semantic-kernel-typescript/openai,0.0.1,4.626835298736337,0.5590520323873462,0,0,0,0,0
freeproxy-0.1.6.tgz,@3-/freeproxy,0.1.6,5.1411274291118465,0.4970458245265827,0,1,0,0,0
actual-flow-0.0.3.tgz,@lunchflow/actual-flow,0.0.3,4.418747354187747,0.47400726438829666,18,6,0,0,0
colors-0.0.9.tgz,@weser/colors,0.0.9,4.513445530391692,0.3647654350433243,0,0,0,0,0
loops-0.0.9.tgz,@weser/loops,0.0.9,4.502154423942939,0.3022148757485558,0,0,0,0,0
mern-dev-setup-1.0.3.tgz,@jasserabedrazzek/mern-dev-setup,1.0.3,5.007048516695564,0.1936149875778461,0,1,0,0,0
react-json2excel-0.1.0.tgz,react-json2excel,0.1.0,4.704359691255901,0.3748195198085821,1,0,0,0,0
styling-0.0.9.tgz,@weser/styling,0.0.9,4.643223877512412,0.3774224342660917,0,0,0,0,0
create-laravel-filament-2.0.0.tgz,create-laravel-filament,2.0.0,4.823235136747917,0.24448378913132557,8,2,0,0,0
mini-app-bridge-adapter-1.0.3.tgz,mini-app-bridge-adapter,1.0.3,4.658359980896035,0.3869966004840386,0,0,0,0,0
space-cli-0.1.0.tgz,@tusharpandey13/space-cli,0.1.0,4.611709640961589,0.6308938595529986,23,40,0,0,0
react-json2excel-0.1.1.tgz,@code530pro/react-json2excel,0.1.1,4.712430785793818,0.3778142888531572,1,0,0,0,0
t22-designsystem-1.2.0.tgz,t22-designsystem,1.2.0,5.101278283637721,0.9144424473425361,2,0,0,0,0
llm-chatbox-1.0.0.tgz,llm-chatbox,1.0.0,4.716393905853419,0.7295472446603773,3,0,0,0,0
style-0.0.0.tgz,@mapples/style,0.0.0,4.482013388868395,0.3352945246430301,0,0,0,0,0
ui-0.0.0.tgz,@mapples/ui,0.0.0,4.561746274706947,0.30318913923589913,0,0,0,0,0
cli-1.0.0.tgz,@codeweavrs/cli,1.0.0,4.732534738897666,0.3274609620190009,57,1,3,0,0
experience-widget-1.0.3.tgz,experience-widget,1.0.3,6.0118951190288445,0.9498384851973262,3,1,0,0,1
ui-1.0.1.tgz,@ruma-ui/ui,1.0.1,4.739323850865728,1.1105238035106701,6,1,1,0,0
utils-1.0.1.tgz,@ruma-ui/utils,1.0.1,4.558985646753559,0.1566383141398121,0,0,0,0,0
web-components-0.1.0.tgz,@beyondwork/web-components,0.1.0,5.051757779981507,0.3744147771448345,1,1,1,1,0
alan-sans-0.4.0.tgz,@expo-google-fonts/alan-sans,0.4.0,5.613205609054384,1.2479790602194052,0,0,0,0,0
suse-mono-0.4.0.tgz,@expo-google-fonts/suse-mono,0.4.0,5.824657677818608,1.2649633413191848,0,0,0,0,0
alipay-1.0.4.tgz,@wangyonglin/alipay,1.0.4,4.540947635977693,0.37925829085606483,2,0,0,0,0
eslint-config-0.0.3.tgz,@rio.js/eslint-config,0.0.3,4.56305794270894,0.04768100658042673,0,0,0,0,0
redm-client-bundled-0.2.0.tgz,@risinglife/redm-client-bundled,0.2.0,4.986536968025878,0.17213290233484604,2,0,0,0,0
aeternum-research-tool-0.0.0.tgz,aeternum-research-tool,0.0.0,4.744744039188402,0.2882429060883441,0,0,0,0,0
jules-0.0.1.tgz,@google/jules,0.0.1,3.4900892626953146,2.016440554789585,0,0,0,0,1
parjs-then-1.0.0.tgz,parjs-then,1.0.0,4.459982883020319,0.44944161217540274,9,2,0,0,0
prisma-client-1.0.0.tgz,@campus-labs/prisma-client,1.0.0,4.864484007696865,0.27234337182982327,4,0,0,0,1
create-blank-vite-react-1.0.0.tgz,create-blank-vite-react,1.0.0,4.586147525930196,0.24601600515710983,0,1,0,0,0
puter.js-2.0.2.tgz,@heyputer/puter.js,2.0.2,4.601951250345207,0.6505562791453395,51,15,14,0,0
ts-util-1.0.0.tgz,@haileyok/ts-util,1.0.0,4.627615094991597,0.3494997588556982,0,0,0,0,0
boujou-normaund-1.0.0.tgz,boujou-normaund,1.0.0,4.759333221913697,0.16554105936734326,0,0,0,0,0
tellus-ui-svelte2-0.0.1-alpha.2.tgz,tellus-ui-svelte2,0.0.1-alpha.2,4.372442610719277,0.5339564263770128,0,0,0,0,0
egain-typescript-sdk-1.0.1.tgz,@ngreenberg/egain-typescript-sdk,1.0.1,4.683963405284995,0.2754193135886295,3,0,0,0,0
n8n-nodes-unicraft-2.0.1.tgz,n8n-nodes-unicraft,2.0.1,5.071348030555463,0.3161564784909126,6,0,1,0,0
tokens-0.1.0.tgz,@wecareu/tokens,0.1.0,4.472971093858373,0.5477215740280327,0,0,0,0,0
obot-3-explorer-1.2.0.tgz,obot-3-explorer,1.2.0,4.201286712990687,0.7414971973659964,0,1,0,0,0
openagent-0.1.0.tgz,@bickett/openagent,0.1.0,5.003687060435832,0.21515319161292698,3,1,1,1,0
personal-finance-backend-trades-assets-1.0.0.tgz,@marcos_feitoza/personal-finance-backend-trades-assets,1.0.0,4.661941678919906,0.3660822594713329,9,0,0,0,0
text-wcu-0.1.0.tgz,@wecareu/text-wcu,0.1.0,4.544521038879357,0.31078787680174813,0,0,0,0,0
bun-plugin-wasm-0.1.2.tgz,@grampelberg/bun-plugin-wasm,0.1.2,4.561785388619734,0.5378468815267888,2,1,0,0,0
cw.helper.dev.runner-1.0.0.tgz,cw.helper.dev.runner,1.0.0,4.349213375449614,0.493539266160827,0,3,0,0,0
jito-0.1.0.tgz,@slateos/jito,0.1.0,4.687713877998263,0.4402910426439249,0,1,0,0,0
dapbacktools-0.1.0.tgz,dapbacktools,0.1.0,4.512002882702677,0.2416550334151524,2,0,0,0,0
dexter-6.0.0.tgz,@saibdev/dexter,6.0.0,4.352534023182739,0.6888694461378436,45,21,2,0,0
medusa-v2-fedex-fulfillment-1.0.0.tgz,@igorppbr/medusa-v2-fedex-fulfillment,1.0.0,5.396446856286894,0.27190993933851487,13,4,0,0,0
string-to-color-gradient-0.0.4.tgz,string-to-color-gradient,0.0.4,4.615088138497583,0.5190958255367925,2,0,1,0,0
block-text-0.1.2.tgz,block-text,0.1.2,4.726435881621926,0.430194093483181,4,2,0,0,0
nestjs-class-validator-i18n-1.0.0.tgz,@elxxx/nestjs-class-validator-i18n,1.0.0,4.511233459227621,1.05543836655822,4,1,0,0,0
paperplane-mailer-1.0.0.tgz,paperplane-mailer,1.0.0,5.041938778422428,0.36425828687373984,4,5,5,0,0
pdfkit-0.100.172.tgz,@moritzloewenstein/pdfkit,0.100.172,5.299153730528468,0.3559209368475983,4,0,1,0,0
sdk-antifraud-core-1.0.0.tgz,sdk-antifraud-core,1.0.0,4.675102945591945,0.30483790781278786,4,2,0,0,0
dahwq-icons-1.0.0.tgz,dahwq-icons,1.0.0,3.7138439620178842,0.6716704153484202,0,0,0,0,0
data-ingestion-0.0.1.tgz,@trelent/data-ingestion,0.0.1,4.852276312576382,0.24243885561321032,2,1,1,0,0
use-react-core-0.0.2.tgz,use-react-core,0.0.2,4.556053286964122,0.2328179840241428,0,0,0,0,0
make-this-image-responsive-0.0.1.tgz,make-this-image-responsive,0.0.1,4.598047664073337,0.1423066100386624,0,0,0,0,0
engine-0.1.4.tgz,@peercolab/engine,0.1.4,4.745029512821725,0.19600056619191583,6,0,0,0,0
eventkit-1.0.3.tgz,@divmode/eventkit,1.0.3,4.501313761627962,0.44641482884155864,5,0,0,0,0
bind-params-1.0.0.tgz,bind-params,1.0.0,4.0480398844507635,2.027132295008709,0,0,0,0,0
auth0-user-gatekeeper-1.1.0.tgz,auth0-user-gatekeeper,1.1.0,4.864766921974126,0.2635013111952493,6,1,0,0,0
meltctl-1.7.0.tgz,@meltstudio/meltctl,1.7.0,4.687883609622638,0.16295130629455803,6,3,0,0,0
emoji-popup-1.0.0.tgz,emoji-popup,1.0.0,4.844427431491606,0.2880759934136767,0,0,0,0,0
react-boomchik-1.0.0.tgz,react-boomchik,1.0.0,4.901561874519615,0.16951053972608746,0,0,0,0,0
vite-plugin-component-debugger-1.0.1.tgz,vite-plugin-component-debugger,1.0.1,4.78763275157461,0.2541143668499436,3,0,1,0,0
vk64-react-0.0.1.tgz,vk64-react,0.0.1,4.83324717724903,0.18768632169809707,0,0,0,0,0
tui-0.2.0.tgz,@codebolt/tui,0.2.0,3.4894322937492777,2.499396760921948,1,0,0,0,0
rn-ui-datepicker-3.1.2.tgz,rn-ui-datepicker,3.1.2,4.657217093910731,0.5067453991237464,1,0,0,0,0
semi-theme-yili-1.0.0.tgz,@semi-bot/semi-theme-yili,1.0.0,4.158298758261656,1.7472271828870651,2,0,0,0,0
jiezhangxin-utils-1.0.0.tgz,jiezhangxin-utils,1.0.0,5.230268857588593,0.3425765533528677,0,0,0,0,0
foo-1.0.0.tgz,@abremm/foo,1.0.0,2.76717510695466,1.9784478943959307,0,0,0,0,0
circuit-runtime-test-10.0.1.tgz,circuit-runtime-test,10.0.1,5.125359545769559,0.0,0,0,0,0,1
circuit-runtime-ui-test-10.0.1.tgz,circuit-runtime-ui-test,10.0.1,5.127480246344863,0.0,0,0,0,0,1
circuit-sharedelements-10.0.1.tgz,circuit-sharedelements,10.0.1,5.1231186497410794,0.0,0,0,0,0,1
circuitx-gesture-navigation-test-10.0.1.tgz,circuitx-gesture-navigation-test,10.0.1,5.129706925108744,0.0,0,0,0,0,1
counterbrowser-10.0.1.tgz,counterbrowser,10.0.1,5.125993315332624,0.0,0,0,0,0,1
internal-runtime-10.0.1.tgz,internal-runtime,10.0.1,5.125641506135798,0.0,0,0,0,0,1
skiko-js-10.0.1.tgz,skiko-js,10.0.1,5.139747643057269,0.0,0,0,0,0,1
skiko-wasm-js-10.0.1.tgz,skiko-wasm-js,10.0.1,5.145868359008797,0.0,0,0,0,0,1
code-language-sql-0.1.0.tgz,@coze-editor/code-language-sql,0.1.0,4.935207213759771,0.20754640989249656,0,0,0,0,0
json-signature-utils-0.1.0.tgz,json-signature-utils,0.1.0,4.880775553094415,0.39381309646213136,6,2,3,0,0
react-native-gysdk-test-1.0.0.tgz,react-native-gysdk-test,1.0.0,5.508623684300343,0.7777323104548438,11,0,0,0,0
confluence-1.7.17.tgz,@confytome/confluence,1.7.17,4.826282048461939,0.17495018098920975,0,2,0,0,0
curl-runner-1.0.0.tgz,curl-runner,1.0.0,3.519294323546457,0.6633340067052566,0,0,0,0,0
file-transfer-2509191620-1.0.0.tgz,@hayi1234561/file-transfer-2509191620,1.0.0,7.752865889509107,0.48551751144701466,7,4,2,0,0
hj-ds-0.0.1.tgz,hj-ds,0.0.1,4.962344192548323,0.16592707055935552,4,2,2,0,0
vega-angular-sandbox-pr-2166-429983795d43b403785b150b488abf969028b5e5-2.58.0.tgz,@heartlandone/vega-angular-sandbox-pr-2166-429983795d43b403785b150b488abf969028b5e5,2.58.0,5.043192391586761,0.4293476289569307,5,1,0,0,0
vega-react-sandbox-pr-2166-429983795d43b403785b150b488abf969028b5e5-2.58.0.tgz,@heartlandone/vega-react-sandbox-pr-2166-429983795d43b403785b150b488abf969028b5e5,2.58.0,4.5844609519670705,0.40307851101540654,0,0,0,0,0
vega-sandbox-pr-2166-429983795d43b403785b150b488abf969028b5e5-2.58.0.tgz,@heartlandone/vega-sandbox-pr-2166-429983795d43b403785b150b488abf969028b5e5,2.58.0,4.737861610430955,0.4034104394348227,243,19,11,0,0
vega-vue-sandbox-pr-2166-429983795d43b403785b150b488abf969028b5e5-2.58.0.tgz,@heartlandone/vega-vue-sandbox-pr-2166-429983795d43b403785b150b488abf969028b5e5,2.58.0,4.5127387493605715,0.42776376050815657,3,0,0,0,0
webusb-receipt-printer-2.0.0.tgz,@medibase/webusb-receipt-printer,2.0.0,5.052966825027481,0.2291909102215172,0,0,0,0,0
app-utils-0.1.0.tgz,@dropee/app-utils,0.1.0,4.498513919468164,1.1135303972145036,6,1,0,0,0
3elements-mcp-server-0.1.0.tgz,@alouhaou/3elements-mcp-server,0.1.0,4.817086377776143,0.9748375934858928,2,1,1,0,0
mcp-pdf-server-0.4.1.tgz,@johangorter/mcp-pdf-server,0.4.1,4.438948455750913,0.4412463574662607,1,4,0,0,0
project-config-boilerplate-0.0.2.tgz,project-config-boilerplate,0.0.2,6.571891771033493,1.446385316979976,2,0,0,0,1
cw.api.core.di-1.0.0.tgz,cw.api.core.di,1.0.0,4.395005989063227,0.5211751184719962,6,0,0,0,0
dn-nextjs-toolkit-0.1.0.tgz,dn-nextjs-toolkit,0.1.0,4.58841380705158,0.3745596430258627,32,8,4,0,0
raydiums1-1.0.3.tgz,raydiums1,1.0.3,4.492372269240383,0.2942167790591451,1,0,0,0,0
spectrum-cli-1.0.3.tgz,spectrum-cli,1.0.3,4.843604948090125,0.3040108143494881,0,3,0,0,0
refactogent-0.4.0.tgz,refactogent,0.4.0,4.363101526800765,0.2885264675863311,5,23,2,0,0
iobroker.bacnet-0.1.0.tgz,iobroker.bacnet,0.1.0,5.1693973235951445,0.6571988909951544,3,2,2,0,0
media-gen-mcp-1.0.2.tgz,@iflow-mcp/media-gen-mcp,1.0.2,4.473444405650138,0.7661117165846962,3,1,0,0,0
cognite-create-0.1.0.tgz,cognite-create,0.1.0,4.487716689944995,0.45697720966930816,0,0,0,0,0
velu-0.1.2.tgz,velu,0.1.2,4.988143802029759,0.2292384759654297,0,0,0,0,0
ffmpeg-video-compressor-1.0.3.tgz,ffmpeg-video-compressor,1.0.3,4.921844424088259,0.4419424007332928,0,0,0,0,0
hosby-cli-0.3.0.tgz,hosby-cli,0.3.0,4.675777304296572,0.22729821802640446,17,14,1,0,0
postcss-zm-to-vw-1.0.0.tgz,postcss-zm-to-vw,1.0.0,4.805664836482926,0.22629817562224935,0,0,0,0,0
create-cosmos-playground-0.0.3.tgz,@tuwaio/create-cosmos-playground,0.0.3,4.84630176938795,0.2619109695161143,0,2,0,0,0
pagezero-0.0.1.tgz,pagezero,0.0.1,4.184710876619432,1.0918377593644855,0,0,0,0,0
koishi-plugin-pet-raising-1.0.0.tgz,koishi-plugin-pet-raising,1.0.0,5.187464012889327,0.6209648992932192,1,0,0,0,0
presets-1.0.0.tgz,@eslint-umbrella/presets,1.0.0,4.680414426768295,0.24079332369783657,1,0,0,0,0
react_simple_modal_component_mfy-1.0.0.tgz,react_simple_modal_component_mfy,1.0.0,3.9505324899048473,0.5204301712547189,0,0,0,0,0
revolut-statement-parser-1.0.0.tgz,@lukadimjasevic/revolut-statement-parser,1.0.0,4.5491139615113285,0.4763741620903805,0,0,1,0,0
sanity-rich-date-input-3.0.6.tgz,@sg60/sanity-rich-date-input,3.0.6,4.829227716937461,0.2240569124145503,0,0,0,0,0
tony-axios-1.0.0.tgz,tony-axios,1.0.0,4.4534367261226375,0.43482364968990345,13,0,5,0,0
chaos-proxy-0.0.1.tgz,chaos-proxy,0.0.1,4.596951646674652,0.6746501978927256,1,1,1,0,0
i18n-lint-cli-0.1.0.tgz,i18n-lint-cli,0.1.0,4.29093461364263,0.7123567046464576,0,2,0,0,0
mini-lit-0.1.0.tgz,@mariozechner/mini-lit,0.1.0,4.403675559908862,0.47016579821028576,4,0,5,0,0
reproall-1.0.0.tgz,@chalaoperdi/reproall,1.0.0,4.403366245918915,0.2593511009985681,0,0,0,0,0
mini-lit-example-1.0.0.tgz,mini-lit-example,1.0.0,6.2690270247521855,1.7123901189138961,10,1,1,1,0
n8n-nodes-minery-core-0.1.0.tgz,n8n-nodes-minery-core,0.1.0,4.516137956752956,0.6132839526518704,8,0,1,0,0
pdf-reader-mcp-0.6.0.tgz,@mootikins/pdf-reader-mcp,0.6.0,4.77201295220101,0.19040541103029018,2,3,0,0,0
utils-20.0.2.tgz,@cortier/utils,20.0.2,4.688343068831285,0.22613438056306062,0,0,0,0,0
editry-1.0.0.tgz,editry,1.0.0,4.542522627348376,0.3627269941188993,10,2,1,0,0
pgrestify-1.1.1.tgz,@webcoded/pgrestify,1.1.1,4.597017944135106,0.5104390897312316,71,34,7,0,0
acelab-mcp-architect-0.1.3.tgz,acelab-mcp-architect,0.1.3,4.489045618018672,0.566943835730868,2,1,1,0,0
ani-cli-api-1.0.0.tgz,@mustafachyi/ani-cli-api,1.0.0,4.670080995431761,0.3584244111693202,0,2,0,0,0
retuple-symbols-1.0.0-next.0.tgz,retuple-symbols,1.0.0-next.0,4.761885305681463,0.19527188081076546,0,0,0,0,0
mcp-aegis-1.0.16.tgz,mcp-aegis,1.0.16,4.633222032191456,0.6376756423835367,71,25,1,0,0
cq-plugins-inventory-0.0.1-dev.1758364015.tgz,cq-plugins-inventory,0.0.1-dev.1758364015,4.692595800491456,0.32557029723609665,0,0,0,0,0
create-vite-plus-0.0.0.tgz,create-vite-plus,0.0.0,4.452749133900481,0.0,0,0,0,0,0
phishing-detect-0.1.1.tgz,@unisat/phishing-detect,0.1.1,4.664725963081113,0.29793449499335106,1,4,0,0,0
emoji-flag-symbol-1.0.0.tgz,emoji-flag-symbol,1.0.0,5.1808115048081795,0.4380959916829587,0,0,0,0,0
emoji-string-1.0.0.tgz,emoji-string,1.0.0,5.1755512159074915,0.44653988381396076,0,0,0,0,0
sdk-1.0.0.tgz,@scoutquest/sdk,1.0.0,4.863181011123451,0.19679903670408577,0,1,0,0,0
vite-minus-0.0.0.tgz,vite-minus,0.0.0,4.423049453746476,0.0,0,0,0,0,0
caniuse-mcp-1.0.2.tgz,@mahdiar/caniuse-mcp,1.0.2,4.687960979837028,0.2152764424653366,0,3,0,0,0
karin-plugin-gamepush-1.0.0.tgz,karin-plugin-gamepush,1.0.0,5.07427148971685,0.7182982986709928,5,4,0,0,1
playwright-helpers-0.1.1.tgz,@serhii.mykhailov/playwright-helpers,0.1.1,4.813040435215207,0.2211017426738932,0,0,0,0,0
react-screenshot-capture-1.0.0.tgz,react-screenshot-capture,1.0.0,4.840304876784212,0.43568675735641826,4,2,2,0,0
coat-calculator-sdk-1.0.0.tgz,@unikhorn-io/coat-calculator-sdk,1.0.0,4.7672996882883,0.22211344034407882,3,2,0,0,0
copy-twine-secrets-to-github-1.0.0.tgz,copy-twine-secrets-to-github,1.0.0,4.892680731981339,0.3023803640624961,3,2,0,0,0
cty_add-1.0.0.tgz,cty_add,1.0.0,4.328460287128076,0.024771350278259163,0,0,0,0,0
fixture-wrapper-0.2.0.tgz,@playwright-helpers/fixture-wrapper,0.2.0,4.838535241432804,0.2049856747953591,0,0,0,0,0
druid-sh-1.0.0.tgz,druid-sh,1.0.0,4.525689370814553,0.23540109284864646,2,0,0,0,0
kali-docker-essential-tools-1.0.0.tgz,kali-docker-essential-tools,1.0.0,4.584725952647361,0.5162807664941094,2,1,0,0,0
swagger-ui-cdn-1.0.0.tgz,@dilligentech/swagger-ui-cdn,1.0.0,4.989216115414183,0.2546199750781869,1,0,0,0,0
math-1.8.0.tgz,@s2ze/math,1.8.0,4.469751534548,0.3147078889436661,0,0,0,0,0
nodejs-1.0.0.tgz,@notifizz/nodejs,1.0.0,4.478593403310705,0.4110279753053226,3,2,0,0,0
slf-2.0.23.tgz,@art-ws.org/slf,2.0.23,4.58623220100902,0.2100876632984752,0,0,0,0,0
widget-navbutton-1.0.1.tgz,@record-evolution/widget-navbutton,1.0.1,4.677682952861427,0.4703624602655603,2,1,0,0,0
common-2.0.27.tgz,@art-ws.org/common,2.0.27,4.47526110692857,0.2686664857926489,5,1,1,0,0
kit-auto-0.1.0-rc.3.tgz,@ui18n/kit-auto,0.1.0-rc.3,5.2919981032503465,0.23617974676643874,0,0,0,5,0
electron-builder-25.1.8.tgz,@loongdotjs/electron-builder,25.1.8,4.760079224774661,0.45316046646155866,2,1,0,0,0
xianfires-1.0.0.tgz,xianfires,1.0.0,4.968363146117678,0.2636068361295102,1,2,0,0,0
vant-area-data-fix-2.1.0.tgz,@styzy/vant-area-data-fix,2.1.0,4.838792621239929,0.6875456585324005,0,0,0,0,0
