tarball,package_name,package_version,entropy_average,entropy_std_dev,Sensitive Information Access,System Resources and Network Access,Cryptography and Encoding APIs,Dynamic Code Execution,Package Installation Risk
gitlab-node-sdk-1.2.3.tgz,@olxbr/gitlab-node-sdk,1.2.3,4.09975951461586,1.1822612862004744,1,0,0,0,1
gitlab-node-sdk-99.2.3.tgz,@olxbr/gitlab-node-sdk,99.2.3,4.101706624200738,1.1843499043378891,1,0,0,0,1
alerts-94.0.1.tgz,@pornhub/alerts,94.0.1,4.607714768859711,0.3028892377196155,0,1,1,0,1
alerts-581.2.14.tgz,@xvideos/alerts,581.2.14,4.506680321200948,0.3144749885184195,0,1,1,0,1
alerts-585.2.14.tgz,@xvideos/alerts,585.2.14,4.5090149732898,0.31317658919357066,0,1,1,0,1
alerts-93.0.6.tgz,@xvideos/alerts,93.0.6,4.599662629728269,0.28860877143735286,0,1,1,0,1
a-function-99.10.13.tgz,a-function,99.10.13,4.89227616859186,0.312694963887612,0,1,1,0,1
a-function-99.10.9.tgz,a-function,99.10.9,4.875398905888082,0.32701240769337003,0,1,1,0,1
a-possible-prototype-99.10.13.tgz,a-possible-prototype,99.10.13,4.911531485365843,0.2934396471136296,0,1,1,0,1
a-possible-prototype-99.10.9.tgz,a-possible-prototype,99.10.9,4.889807347333031,0.3126039662484206,0,1,1,0,1
a11y-speak-99.10.9.tgz,a11y-speak,99.10.9,4.85539767126692,0.33833285623635234,0,1,1,0,1
aa-testkit-9.9.3.tgz,aa-testkit,9.9.3,4.783326697452594,0.2801891488985543,1,1,0,0,1
acookie-1.0.0.tgz,acookie,1.0.0,4.847859866719294,0.2963687828765993,0,1,1,0,1
acookie-1.0.1.tgz,acookie,1.0.1,4.832485014617811,0.25638357119135646,0,1,1,0,1
actions-next-bundle-analyzer-99.10.9.tgz,actions-next-bundle-analyzer,99.10.9,5.038675067231573,0.4252487078699638,0,1,0,0,1
actions-toolbox-1.0.0.tgz,actions-toolbox,1.0.0,4.077730415883786,1.158824775976146,1,0,0,0,1
actions-toolbox-99.0.0.tgz,actions-toolbox,99.0.0,4.079762254865743,1.1609712352790285,1,0,0,0,1
adal-99.10.9.tgz,adal,99.10.9,4.854314333244126,0.34809698033732506,0,1,1,0,1
add-position-99.10.9.tgz,add-position,99.10.9,4.863263905334458,0.33914740824699363,0,1,1,0,1
add-to-unscopables-99.10.13.tgz,add-to-unscopables,99.10.13,4.910570895749389,0.29440023673008353,0,1,1,0,1
add-to-unscopables-99.10.9.tgz,add-to-unscopables,99.10.9,4.890388328523511,0.3120229850579399,0,1,1,0,1
addon-actions-99.10.9.tgz,addon-actions,99.10.9,4.863911684189941,0.3384996293915101,0,1,1,0,1
addon-links-99.10.9.tgz,addon-links,99.10.9,4.8709354425326765,0.3314758710487742,0,1,1,0,1
advance-string-index-99.10.13.tgz,advance-string-index,99.10.13,4.900927559492747,0.3040435729867257,0,1,1,0,1
advance-string-index-99.10.9.tgz,advance-string-index,99.10.9,4.883127892194452,0.31928342138699994,0,1,1,0,1
affirmdev-99.10.8.tgz,affirmdev,99.10.8,4.851850766569619,0.3418797609336539,0,1,1,0,1
affirmdev1-99.10.8.tgz,affirmdev1,99.10.8,4.856126667701735,0.33760385980153673,0,1,1,0,1
agent-assignment-1.0.0.tgz,agent-assignment,1.0.0,4.077783733837486,1.1588810614739269,1,0,0,0,1
agent-assignment-99.0.0.tgz,agent-assignment,99.0.0,4.079824890110211,1.1610374538517774,1,0,0,0,1
agrifood-farming-99.10.9.tgz,agrifood-farming,99.10.9,4.885044852822359,0.3173664607590925,0,1,1,0,1
agrifood-farming-rest-99.10.9.tgz,agrifood-farming-rest,99.10.9,4.893817337810287,0.30859397577116443,0,1,1,0,1
ai-anomaly-detector-99.10.9.tgz,ai-anomaly-detector,99.10.9,4.884214756279354,0.3181965573020977,0,1,1,0,1
ai-document-translator-99.10.9.tgz,ai-document-translator,99.10.9,4.879957323442464,0.3224539901389871,0,1,1,0,1
ai-document-translator-rest-99.10.9.tgz,ai-document-translator-rest,99.10.9,4.887459535983938,0.3149517775975128,0,1,1,0,1
ai-form-recognizer-99.10.9.tgz,ai-form-recognizer,99.10.9,4.89861768908752,0.3232082815908548,0,1,1,0,1
ai-metrics-advisor-99.10.9.tgz,ai-metrics-advisor,99.10.9,4.889314627612798,0.33251134306557706,0,1,1,0,1
ai-text-analytics-99.10.9.tgz,ai-text-analytics,99.10.9,4.8934178022043335,0.3284081684740414,0,1,1,0,1
airpal-99.10.8.tgz,airpal,99.10.8,4.849995844461375,0.34373468304189725,0,1,1,0,1
ali-react-table-monorepo-99.10.9.tgz,ali-react-table-monorepo,99.10.9,4.872407977313751,0.3213225501895214,0,1,1,0,1
alicon-2.0.0.tgz,alicon,2.0.0,4.691399475121962,0.2186185394553939,0,1,0,0,0
aliyundrive-6.0.3.tgz,aliyundrive,6.0.3,4.766641780757434,0.4689058234370777,1,3,1,0,0
aliyundrive-6.0.4.tgz,aliyundrive,6.0.4,4.76474818519133,0.4652404483954431,1,3,1,0,1
alpha-wallet-android-99.10.9.tgz,alpha-wallet-android,99.10.9,5.024257365966172,0.4396664091353655,0,1,0,0,1
alprazolamdiv-11.5.1.tgz,alprazolamdiv,11.5.1,4.67134044149167,0.18674477297866135,34,9,8,1,0
amazing_auth_rails-99.10.10.tgz,amazing_auth_rails,99.10.10,4.916080241281151,0.3080267121075475,0,1,1,0,1
an-instance-99.10.13.tgz,an-instance,99.10.13,4.879579054430009,0.3253920780494637,0,1,1,0,1
an-instance-99.10.9.tgz,an-instance,99.10.9,4.86109055705208,0.3413207565293712,0,1,1,0,1
an-object-99.10.13.tgz,an-object,99.10.13,4.895725724576568,0.30924540790290456,0,1,1,0,1
an-object-99.10.9.tgz,an-object,99.10.9,4.8733746023595454,0.32903671122190614,0,1,1,0,1
an0n-chat-lib-0.1.5.tgz,an0n-chat-lib,0.1.5,4.55157089241878,0.5300178506880991,13,6,2,0,1
anarchy-0.0.1.tgz,anarchy,0.0.1,1.461256944199204,2.0665293885983798,0,0,0,0,0
anarchy-0.0.10.tgz,anarchy,0.0.10,4.704735142091972,0.23903234136605622,0,0,0,0,1
anarchy-0.0.2.tgz,anarchy,0.0.2,4.411860183632286,0.0,0,0,0,0,1
anarchy-0.0.3.tgz,anarchy,0.0.3,4.426730362153268,0.0,0,0,0,0,1
anarchy-0.0.4.tgz,anarchy,0.0.4,4.666475766250741,0.24266699822487459,0,0,0,0,1
anarchy-0.0.5.tgz,anarchy,0.0.5,4.647199630642908,0.223390862617042,0,0,0,0,1
anarchy-0.0.6.tgz,anarchy,0.0.6,4.643678503882345,0.22691198937760548,0,0,0,0,1
anarchy-0.0.7.tgz,anarchy,0.0.7,4.708206129158501,0.24915952821446874,0,0,0,0,1
anarchy-0.0.8.tgz,anarchy,0.0.8,4.701407042201031,0.24236044125699774,0,0,0,0,1
anarchy-0.0.9.tgz,anarchy,0.0.9,4.701407042201031,0.24236044125699774,0,0,0,0,1
angluar-cli-0.0.2.tgz,angluar-cli,0.0.2,3.875362591152498,1.354404372887587,0,1,1,0,1
angluar-cli-0.0.3.tgz,angluar-cli,0.0.3,3.4810950937733764,1.0258941863687359,0,1,1,0,1
angular-location-update-0.0.3.tgz,angular-location-update,0.0.3,4.960530412064618,0.19548134326774716,2,2,2,0,0
antani-ui-99.10.9.tgz,antani-ui,99.10.9,4.866812875929016,0.33559843765243524,0,1,1,0,1
antd-cloud-1.0.0.tgz,antd-cloud,1.0.0,4.5956967959102215,0.0,0,0,0,0,0
any-vega-99.10.9.tgz,any-vega,99.10.9,4.878210376973081,0.32420093660836935,0,1,1,0,1
api-extractor-99.10.9.tgz,api-extractor,99.10.9,4.864279836326144,0.33813147725530746,0,1,1,0,1
api-extractor-2-99.10.9.tgz,api-extractor-2,99.10.9,5.019477763875565,0.44444601122597227,0,1,0,0,1
aploybro-11.5.1.tgz,aploybro,11.5.1,4.676449632599718,0.18831314300291616,33,8,8,2,0
aploydiv-11.5.1.tgz,aploydiv,11.5.1,4.675754948202007,0.18675686076409054,33,8,8,2,0
applicationinsights-analytics-99.10.9.tgz,applicationinsights-analytics,99.10.9,4.886511222612155,0.3159000909692966,0,1,1,0,1
applicationinsights-analytics-js-99.10.9.tgz,applicationinsights-analytics-js,99.10.9,4.895352596723804,0.3070587168576475,0,1,1,0,1
applicationinsights-channel-99.10.9.tgz,applicationinsights-channel,99.10.9,4.879953682961395,0.3224576306200557,0,1,1,0,1
applicationinsights-channel-js-99.10.9.tgz,applicationinsights-channel-js,99.10.9,4.889070478711049,0.3133408348704023,0,1,1,0,1
applicationinsights-common-99.10.9.tgz,applicationinsights-common,99.10.9,4.883631938677402,0.31877937490404884,0,1,1,0,1
applicationinsights-dependencies-99.10.9.tgz,applicationinsights-dependencies,99.10.9,4.871115157739652,0.33129615584179906,0,1,1,0,1
applicationinsights-dependencies-js-99.10.9.tgz,applicationinsights-dependencies-js,99.10.9,4.880121319876044,0.32228999370540734,0,1,1,0,1
applicationinsights-properties-99.10.9.tgz,applicationinsights-properties,99.10.9,4.872824860590654,0.32958645299079725,0,1,1,0,1
applicationinsights-properties-js-99.10.9.tgz,applicationinsights-properties-js,99.10.9,4.881818170570272,0.32059314301117947,0,1,1,0,1
applicationinsights-react-js-99.10.9.tgz,applicationinsights-react-js,99.10.9,4.88393085412261,0.3184804594588413,0,1,1,0,1
applicationinsights-shims-99.10.9.tgz,applicationinsights-shims,99.10.9,4.879324942309683,0.323086371271768,0,1,1,0,1
applicationinsights-web-99.10.9.tgz,applicationinsights-web,99.10.9,4.892114753663119,0.3102965599183318,0,1,1,0,1
arduino-ide-extension-2.2.3.tgz,arduino-ide-extension,2.2.3,4.771895303202568,0.46666303162732264,1,3,1,0,0
arewyoumadatme-99.10.9.tgz,arewyoumadatme,99.10.9,4.788490600136281,0.4254392764826684,0,0,0,0,1
arm-advisor-99.10.9.tgz,arm-advisor,99.10.9,4.870706407091788,0.33170490648966267,0,1,1,0,1
arm-analysisservices-99.10.9.tgz,arm-analysisservices,99.10.9,4.877451678806972,0.3249596347744794,0,1,1,0,1
arm-apimanagement-99.10.9.tgz,arm-apimanagement,99.10.9,4.872729654632149,0.3296816589493021,0,1,1,0,1
arm-appconfiguration-99.10.9.tgz,arm-appconfiguration,99.10.9,4.884080296045752,0.31833101753569926,0,1,1,0,1
arm-appinsights-99.10.9.tgz,arm-appinsights,99.10.9,4.8744630852480455,0.3279482283334052,0,1,1,0,1
arm-appplatform-99.10.9.tgz,arm-appplatform,99.10.9,4.881929391510251,0.3204819220712003,0,1,1,0,1
arm-appservice-99.10.9.tgz,arm-appservice,99.10.9,4.86911728990135,0.3332940236801014,0,1,1,0,1
arm-attestation-99.10.9.tgz,arm-attestation,99.10.9,4.861364840861686,0.3410464727197646,0,1,1,0,1
arm-authorization-99.10.9.tgz,arm-authorization,99.10.9,4.878092187803308,0.3243191257781439,0,1,1,0,1
arm-avs-99.10.9.tgz,arm-avs,99.10.9,4.868371244262439,0.33404006931901176,0,1,1,0,1
arm-azurestack-99.10.9.tgz,arm-azurestack,99.10.9,4.878674273859886,0.32373703972156553,0,1,1,0,1
arm-azurestackhci-99.10.9.tgz,arm-azurestackhci,99.10.9,4.883364241633387,0.31904707194806337,0,1,1,0,1
arm-batch-99.10.9.tgz,arm-batch,99.10.9,4.878746755502174,0.32366455807927696,0,1,1,0,1
arm-billing-99.10.9.tgz,arm-billing,99.10.9,4.884121416762156,0.31828989681929576,0,1,1,0,1
arm-botservice-99.10.9.tgz,arm-botservice,99.10.9,4.876268499438713,0.32614281414273805,0,1,1,0,1
arm-cdn-99.10.9.tgz,arm-cdn,99.10.9,4.865493778388526,0.33691753519292567,0,1,1,0,1
arm-changeanalysis-99.10.9.tgz,arm-changeanalysis,99.10.9,4.885354440440092,0.3170568731413592,0,1,1,0,1
arm-cognitiveservices-99.10.9.tgz,arm-cognitiveservices,99.10.9,4.873722321548291,0.3286889920331606,0,1,1,0,1
arm-commerce-99.10.9.tgz,arm-commerce,99.10.9,4.867836858976781,0.3345744546046703,0,1,1,0,1
arm-commitmentplans-99.10.9.tgz,arm-commitmentplans,99.10.9,4.876795566163762,0.3256157474176895,0,1,1,0,1
arm-communication-99.10.9.tgz,arm-communication,99.10.9,4.875698181760786,0.32671313182066486,0,1,1,0,1
arm-compute-99.10.9.tgz,arm-compute,99.10.9,4.872616493740366,0.3297948198410854,0,1,1,0,1
arm-confluent-99.10.9.tgz,arm-confluent,99.10.9,4.877216300785271,0.32519501279618046,0,1,1,0,1
arm-consumption-99.10.9.tgz,arm-consumption,99.10.9,4.873906610758279,0.32850470282317223,0,1,1,0,1
arm-containerinstance-99.10.9.tgz,arm-containerinstance,99.10.9,4.861199839120074,0.3412114744613777,0,1,1,0,1
arm-containerregistry-99.10.9.tgz,arm-containerregistry,99.10.9,4.875510708905148,0.326900604676303,0,1,1,0,1
arm-containerservice-99.10.9.tgz,arm-containerservice,99.10.9,4.865416020602526,0.33699529297892594,0,1,1,0,1
arm-cosmosdb-99.10.9.tgz,arm-cosmosdb,99.10.9,4.879451362393639,0.32295995118781207,0,1,1,0,1
arm-customerinsights-99.10.9.tgz,arm-customerinsights,99.10.9,4.878192136868015,0.32421917671343614,0,1,1,0,1
arm-databox-99.10.9.tgz,arm-databox,99.10.9,4.879438806717482,0.3229725068639695,0,1,1,0,1
arm-databoxedge-99.10.9.tgz,arm-databoxedge,99.10.9,4.883054306897572,0.31935700668387934,0,1,1,0,1
arm-databricks-99.10.9.tgz,arm-databricks,99.10.9,4.881549900124176,0.3208614134572749,0,1,1,0,1
arm-datacatalog-99.10.9.tgz,arm-datacatalog,99.10.9,4.877480518493423,0.3249307950880289,0,1,1,0,1
arm-datadog-99.10.9.tgz,arm-datadog,99.10.9,4.873503157225187,0.32890815635626414,0,1,1,0,1
arm-datafactory-99.10.9.tgz,arm-datafactory,99.10.9,4.88329951617421,0.3191117974072415,0,1,1,0,1
arm-datalake-analytics-99.10.9.tgz,arm-datalake-analytics,99.10.9,4.892246051754949,0.31016526182650184,0,1,1,0,1
arm-datamigration-99.10.9.tgz,arm-datamigration,99.10.9,4.874210960070196,0.32820035351125476,0,1,1,0,1
arm-deploymentmanager-99.10.9.tgz,arm-deploymentmanager,99.10.9,4.888064639003803,0.31434667457764887,0,1,1,0,1
arm-desktopvirtualization-99.10.9.tgz,arm-desktopvirtualization,99.10.9,4.890371528918852,0.31203978466259885,0,1,1,0,1
arm-deviceprovisioningservices-99.10.9.tgz,arm-deviceprovisioningservices,99.10.9,4.87645718288736,0.3259541306940914,0,1,1,0,1
arm-devspaces-99.10.9.tgz,arm-devspaces,99.10.9,4.869572019890337,0.332839293691114,0,1,1,0,1
arm-devtestlabs-99.10.9.tgz,arm-devtestlabs,99.10.9,4.880602634599746,0.3218086789817054,0,1,1,0,1
arm-digitaltwins-99.10.9.tgz,arm-digitaltwins,99.10.9,4.882387382733771,0.32002393084767977,0,1,1,0,1
arm-dns-99.10.9.tgz,arm-dns,99.10.9,4.863776918485261,0.33863439509619075,0,1,1,0,1
arm-dnsresolver-99.10.9.tgz,arm-dnsresolver,99.10.9,4.870664119163248,0.3317471944182038,0,1,1,0,1
arm-domainservices-99.10.9.tgz,arm-domainservices,99.10.9,4.87090539433501,0.33150591924644157,0,1,1,0,1
arm-eventgrid-99.10.9.tgz,arm-eventgrid,99.10.9,4.8719664945822565,0.3304448189991942,0,1,1,0,1
arm-eventhub-99.10.9.tgz,arm-eventhub,99.10.9,4.883130251983562,0.3192810615978887,0,1,1,0,1
arm-extendedlocation-99.10.9.tgz,arm-extendedlocation,99.10.9,4.871159505845428,0.3312518077360229,0,1,1,0,1
arm-features-99.10.9.tgz,arm-features,99.10.9,4.8693746607295605,0.3330366528518902,0,1,1,0,1
arm-frontdoor-99.10.9.tgz,arm-frontdoor,99.10.9,4.871829257795371,0.33058205578608035,0,1,1,0,1
arm-hanaonazure-99.10.9.tgz,arm-hanaonazure,99.10.9,4.876453245969415,0.32595806761203594,0,1,1,0,1
arm-hdinsight-99.10.9.tgz,arm-hdinsight,99.10.9,4.876135852206864,0.3262754613745873,0,1,1,0,1
arm-healthbot-99.10.9.tgz,arm-healthbot,99.10.9,4.8839908417261295,0.3184204718553221,0,1,1,0,1
arm-healthcareapis-99.10.9.tgz,arm-healthcareapis,99.10.9,4.874376007023528,0.32803530655792246,0,1,1,0,1
arm-hybridcompute-99.10.9.tgz,arm-hybridcompute,99.10.9,4.897643644823187,0.30476766875826344,0,1,1,0,1
arm-hybridkubernetes-99.10.9.tgz,arm-hybridkubernetes,99.10.9,4.89727612099116,0.30513519259029076,0,1,1,0,1
arm-imagebuilder-99.10.9.tgz,arm-imagebuilder,99.10.9,4.887228152109692,0.3151831614717593,0,1,1,0,1
arm-iotcentral-99.10.9.tgz,arm-iotcentral,99.10.9,4.867646222350748,0.3347650912307034,0,1,1,0,1
arm-iothub-99.10.9.tgz,arm-iothub,99.10.9,4.8814029650627635,0.32100834851868765,0,1,1,0,1
arm-keyvault-99.10.9.tgz,arm-keyvault,99.10.9,4.891361029504941,0.31105028407651103,0,1,1,0,1
arm-kubernetesconfiguration-99.10.9.tgz,arm-kubernetesconfiguration,99.10.9,4.892950384536508,0.3094609290449428,0,1,1,0,1
arm-kusto-99.10.9.tgz,arm-kusto,99.10.9,4.879682104041972,0.32272920953947937,0,1,1,0,1
arm-labservices-99.10.9.tgz,arm-labservices,99.10.9,4.879316777116936,0.3230945364645148,0,1,1,0,1
arm-links-99.10.9.tgz,arm-links,99.10.9,4.871462778254218,0.330948535327233,0,1,1,0,1
arm-loadtestservice-99.10.9.tgz,arm-loadtestservice,99.10.9,4.871054455559994,0.331356858021457,0,1,1,0,1
arm-lock-99.10.9.tgz,arm-lock,99.10.9,4.874736950962067,0.3276743626193839,0,1,1,0,1
arm-locks-99.10.9.tgz,arm-locks,99.10.9,4.8744181670716635,0.32799314650978717,0,1,1,0,1
arm-logic-99.10.9.tgz,arm-logic,99.10.9,4.87416948086601,0.3282418327154413,0,1,1,0,1
arm-machinelearningcompute-99.10.9.tgz,arm-machinelearningcompute,99.10.9,4.885920614971203,0.31649069861024737,0,1,1,0,1
arm-machinelearningexperimentation-99.10.9.tgz,arm-machinelearningexperimentation,99.10.9,4.8775360639458,0.3248752496356513,0,1,1,0,1
arm-machinelearningservices-99.10.9.tgz,arm-machinelearningservices,99.10.9,4.878245612003404,0.324165701578047,0,1,1,0,1
arm-managedapplications-99.10.9.tgz,arm-managedapplications,99.10.9,4.88096677771628,0.32144453586517185,0,1,1,0,1
arm-managementgroups-99.10.9.tgz,arm-managementgroups,99.10.9,4.882382288661207,0.3200290249202449,0,1,1,0,1
arm-managementpartner-99.10.9.tgz,arm-managementpartner,99.10.9,4.870904472339538,0.331506841241914,0,1,1,0,1
arm-maps-99.10.9.tgz,arm-maps,99.10.9,4.867692839454776,0.3347184741266753,0,1,1,0,1
arm-mariadb-99.10.9.tgz,arm-mariadb,99.10.9,4.877631098312098,0.3247802152693531,0,1,1,0,1
arm-marketplaceordering-99.10.9.tgz,arm-marketplaceordering,99.10.9,4.88224872494329,0.32016258863816116,0,1,1,0,1
arm-mediaservices-99.10.9.tgz,arm-mediaservices,99.10.9,4.867927228375196,0.33448408520625517,0,1,1,0,1
arm-migrate-99.10.9.tgz,arm-migrate,99.10.9,4.86994290528018,0.3324684083012719,0,1,1,0,1
arm-mixedreality-99.10.9.tgz,arm-mixedreality,99.10.9,4.880842246624621,0.32156906695683096,0,1,1,0,1
arm-mobilenetwork-99.10.9.tgz,arm-mobilenetwork,99.10.9,4.8928539148243555,0.3095573987570961,0,1,1,0,1
arm-monitor-99.10.9.tgz,arm-monitor,99.10.9,4.866805590377993,0.3356057232034586,0,1,1,0,1
arm-msi-99.10.9.tgz,arm-msi,99.10.9,4.864617173820697,0.33779413976075423,0,1,1,0,1
arm-mysql-99.10.9.tgz,arm-mysql,99.10.9,4.889387407769673,0.3130239058117774,0,1,1,0,1
arm-netapp-99.10.9.tgz,arm-netapp,99.10.9,4.8647092372820095,0.3377020762994416,0,1,1,0,1
arm-network-99.10.9.tgz,arm-network,99.10.9,4.87747901478072,0.3249322988007308,0,1,1,0,1
arm-notificationhubs-99.10.9.tgz,arm-notificationhubs,99.10.9,4.887461165976051,0.31495014760540085,0,1,1,0,1
arm-oep-99.10.9.tgz,arm-oep,99.10.9,4.863359795120087,0.33905151846136405,0,1,1,0,1
arm-operationalinsights-99.10.9.tgz,arm-operationalinsights,99.10.9,4.876844184762646,0.32556712881880445,0,1,1,0,1
arm-operations-99.10.9.tgz,arm-operations,99.10.9,4.864277400613626,0.3381339129678249,0,1,1,0,1
arm-orbital-99.10.9.tgz,arm-orbital,99.10.9,4.877716844172685,0.3246944694087661,0,1,1,0,1
arm-peering-99.10.9.tgz,arm-peering,99.10.9,4.865848341588302,0.3365629719931489,0,1,1,0,1
arm-policy-99.10.9.tgz,arm-policy,99.10.9,4.880174568885993,0.32223674469545793,0,1,1,0,1
arm-policyinsights-99.10.9.tgz,arm-policyinsights,99.10.9,4.891860225035783,0.31055108854566793,0,1,1,0,1
arm-portal-99.10.9.tgz,arm-portal,99.10.9,4.8702447910511095,0.3321665225303416,0,1,1,0,1
arm-postgresql-99.10.9.tgz,arm-postgresql,99.10.9,4.88277584065398,0.3196354729274713,0,1,1,0,1
arm-postgresql-flexible-99.10.9.tgz,arm-postgresql-flexible,99.10.9,4.908109738249351,0.2943015753321001,0,1,1,0,1
arm-powerbidedicated-99.10.9.tgz,arm-powerbidedicated,99.10.9,4.884763639095036,0.31764767448641473,0,1,1,0,1
arm-powerbiembedded-99.10.9.tgz,arm-powerbiembedded,99.10.9,4.889899716538183,0.3125115970432679,0,1,1,0,1
arm-privatedns-99.10.9.tgz,arm-privatedns,99.10.9,4.870305145610969,0.3321061679704824,0,1,1,0,1
arm-purview-99.10.9.tgz,arm-purview,99.10.9,4.881847354900376,0.32056395868107446,0,1,1,0,1
arm-quota-99.10.9.tgz,arm-quota,99.10.9,4.878319470180851,0.32409184340060015,0,1,1,0,1
arm-recoveryservices-99.10.9.tgz,arm-recoveryservices,99.10.9,4.876128970589551,0.3262823429918993,0,1,1,0,1
arm-recoveryservices-siterecovery-99.10.9.tgz,arm-recoveryservices-siterecovery,99.10.9,4.8836195193651335,0.31879179421631765,0,1,1,0,1
arm-recoveryservicesbackup-99.10.9.tgz,arm-recoveryservicesbackup,99.10.9,4.8986062298357975,0.3038050837456532,0,1,1,0,1
arm-rediscache-99.10.9.tgz,arm-rediscache,99.10.9,4.8671705417279,0.33524077185355106,0,1,1,0,1
arm-redisenterprisecache-99.10.9.tgz,arm-redisenterprisecache,99.10.9,4.862338240946203,0.3400730726352479,0,1,1,0,1
arm-relay-99.10.9.tgz,arm-relay,99.10.9,4.875327800544253,0.3270835130371985,0,1,1,0,1
